MutationSymbol,MutationGeneID,RegulatorSymbol,RegulonRegulator,RegulatorType,Regulon,MutationRegulatorEdge,MutationRegulonEdge,SpearmanCorrelationTFAndEigenGene,RMST_diff_UnderActiveMinusOverActiveMGMTUnMeth,RMST_diff_UnderActiveMinusOverActiveMGMTMeth,Cox_HR_Training,IfCancerDriverMutation,IfDETFForTCGAGBM,IfCRISPR-Cas9SignificantTF,RNAiTFGeneEssentialityAchilles,Drug,DrugMechOfAction,TargetSymbol,DrugTarget,Miner_Target_Type,DrugTrialPhaseGBM,Cancer_PhaseIV
NF1,ENSG00000196712,PRDM1,ENSG00000057657,TF,98,1,2.574187494,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT5A,ENSG00000126561,TF,787,1,2.613402251,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT5A,ENSG00000126561,TF,787,1,2.613402251,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT5A,ENSG00000126561,TF,787,1,2.613402251,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT5A,ENSG00000126561,TF,787,1,2.613402251,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT5A,ENSG00000126561,TF,787,1,2.613402251,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT3,ENSG00000168610,TF,378,1,2.597585499,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT3,ENSG00000168610,TF,378,1,2.597585499,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT3,ENSG00000168610,TF,378,1,2.597585499,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT3,ENSG00000168610,TF,378,1,2.597585499,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT3,ENSG00000168610,TF,378,1,2.597585499,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPA,ENSG00000245848,TF,290,1,2.404370699,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPA,ENSG00000245848,TF,290,1,2.404370699,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPA,ENSG00000245848,TF,290,1,2.404370699,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPA,ENSG00000245848,TF,290,1,2.404370699,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPA,ENSG00000245848,TF,290,1,2.404370699,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,ATF5,ENSG00000169136,TF,536,1,2.555485767,0.316741107,341.9055331,22.15873016,2.715738925,yes,yes,#N/A,,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,ATF5,ENSG00000169136,TF,536,1,2.555485767,0.316741107,341.9055331,22.15873016,2.715738925,yes,yes,#N/A,,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,ATF5,ENSG00000169136,TF,536,1,2.555485767,0.316741107,341.9055331,22.15873016,2.715738925,yes,yes,#N/A,,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,ATF5,ENSG00000169136,TF,536,1,2.555485767,0.316741107,341.9055331,22.15873016,2.715738925,yes,yes,#N/A,,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,ATF5,ENSG00000169136,TF,536,1,2.555485767,0.316741107,341.9055331,22.15873016,2.715738925,yes,yes,#N/A,,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPB,ENSG00000172216,TF,457,1,2.430445551,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPB,ENSG00000172216,TF,457,1,2.430445551,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPB,ENSG00000172216,TF,457,1,2.430445551,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPB,ENSG00000172216,TF,457,1,2.430445551,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPB,ENSG00000172216,TF,457,1,2.430445551,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,NFKB1,ENSG00000109320,TF,402,1,2.489584188,0.616066312,356.0760684,-11.82608696,2.446933198,yes,#N/A,yes,-0.032298401,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,NFKB1,ENSG00000109320,TF,402,1,2.489584188,0.616066312,356.0760684,-11.82608696,2.446933198,yes,#N/A,yes,-0.032298401,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,NFKB1,ENSG00000109320,TF,402,1,2.489584188,0.616066312,356.0760684,-11.82608696,2.446933198,yes,#N/A,yes,-0.032298401,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,NFKB1,ENSG00000109320,TF,402,1,2.489584188,0.616066312,356.0760684,-11.82608696,2.446933198,yes,#N/A,yes,-0.032298401,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,NFKB1,ENSG00000109320,TF,402,1,2.489584188,0.616066312,356.0760684,-11.82608696,2.446933198,yes,#N/A,yes,-0.032298401,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT6,ENSG00000166888,TF,59,1,2.53110771,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT6,ENSG00000166888,TF,59,1,2.53110771,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT6,ENSG00000166888,TF,59,1,2.53110771,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT6,ENSG00000166888,TF,59,1,2.53110771,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,STAT6,ENSG00000166888,TF,59,1,2.53110771,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX2,ENSG00000181449,TF,549,-1,2.577714787,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
NF1,ENSG00000196712,MEF2A,ENSG00000068305,TF,480,1,2.450562045,0.494010097,353.2533386,79.89384921,2.333677379,yes,yes,#N/A,0.04207445,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
NF1,ENSG00000196712,PRDM1,ENSG00000057657,TF,98,1,2.574187494,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
NF1,ENSG00000196712,STAT5A,ENSG00000126561,TF,787,1,2.613402251,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
NF1,ENSG00000196712,STAT3,ENSG00000168610,TF,378,1,2.597585499,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
NF1,ENSG00000196712,CEBPA,ENSG00000245848,TF,290,1,2.404370699,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
NF1,ENSG00000196712,ATF5,ENSG00000169136,TF,536,1,2.555485767,0.316741107,341.9055331,22.15873016,2.715738925,yes,yes,#N/A,,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
NF1,ENSG00000196712,CEBPB,ENSG00000172216,TF,457,1,2.430445551,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
NF1,ENSG00000196712,NFKB1,ENSG00000109320,TF,402,1,2.489584188,0.616066312,356.0760684,-11.82608696,2.446933198,yes,#N/A,yes,-0.032298401,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
NF1,ENSG00000196712,STAT6,ENSG00000166888,TF,59,1,2.53110771,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
TP53,ENSG00000141510,IRF2,ENSG00000168310,TF,700,-1,-2.526007423,0.530384164,336.4917719,79.89384921,2.422939142,yes,#N/A,#N/A,-0.082248802,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,IRF2,ENSG00000168310,TF,700,-1,-2.526007423,0.530384164,336.4917719,79.89384921,2.422939142,yes,#N/A,#N/A,-0.082248802,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,IRF2,ENSG00000168310,TF,700,-1,-2.526007423,0.530384164,336.4917719,79.89384921,2.422939142,yes,#N/A,#N/A,-0.082248802,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,IRF2,ENSG00000168310,TF,700,-1,-2.526007423,0.530384164,336.4917719,79.89384921,2.422939142,yes,#N/A,#N/A,-0.082248802,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,IRF2,ENSG00000168310,TF,700,-1,-2.526007423,0.530384164,336.4917719,79.89384921,2.422939142,yes,#N/A,#N/A,-0.082248802,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,STAT5A,ENSG00000126561,TF,787,-1,-2.684596666,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,STAT5A,ENSG00000126561,TF,787,-1,-2.684596666,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,STAT5A,ENSG00000126561,TF,787,-1,-2.684596666,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,STAT5A,ENSG00000126561,TF,787,-1,-2.684596666,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,STAT5A,ENSG00000126561,TF,787,-1,-2.684596666,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,IRF1,ENSG00000125347,TF,34,-1,-2.494837325,0.60606359,341.0974359,50.74810606,2.403942114,yes,yes,yes,0.100724844,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,IRF1,ENSG00000125347,TF,34,-1,-2.494837325,0.60606359,341.0974359,50.74810606,2.403942114,yes,yes,yes,0.100724844,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,IRF1,ENSG00000125347,TF,34,-1,-2.494837325,0.60606359,341.0974359,50.74810606,2.403942114,yes,yes,yes,0.100724844,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,IRF1,ENSG00000125347,TF,34,-1,-2.494837325,0.60606359,341.0974359,50.74810606,2.403942114,yes,yes,yes,0.100724844,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,IRF1,ENSG00000125347,TF,34,-1,-2.494837325,0.60606359,341.0974359,50.74810606,2.403942114,yes,yes,yes,0.100724844,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,STAT3,ENSG00000168610,TF,378,-1,-2.774021,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,STAT3,ENSG00000168610,TF,378,-1,-2.774021,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,STAT3,ENSG00000168610,TF,378,-1,-2.774021,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,STAT3,ENSG00000168610,TF,378,-1,-2.774021,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,STAT3,ENSG00000168610,TF,378,-1,-2.774021,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPA,ENSG00000245848,TF,290,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPA,ENSG00000245848,TF,290,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPA,ENSG00000245848,TF,290,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPA,ENSG00000245848,TF,290,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPA,ENSG00000245848,TF,290,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPB,ENSG00000172216,TF,457,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPB,ENSG00000172216,TF,457,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPB,ENSG00000172216,TF,457,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPB,ENSG00000172216,TF,457,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPB,ENSG00000172216,TF,457,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,MAF,ENSG00000178573,TF,154,-1,-2.628142723,0.626308901,336.0028045,-6.347826087,2.539916778,yes,#N/A,#N/A,-0.116063008,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,MAF,ENSG00000178573,TF,154,-1,-2.628142723,0.626308901,336.0028045,-6.347826087,2.539916778,yes,#N/A,#N/A,-0.116063008,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,MAF,ENSG00000178573,TF,154,-1,-2.628142723,0.626308901,336.0028045,-6.347826087,2.539916778,yes,#N/A,#N/A,-0.116063008,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,MAF,ENSG00000178573,TF,154,-1,-2.628142723,0.626308901,336.0028045,-6.347826087,2.539916778,yes,#N/A,#N/A,-0.116063008,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,MAF,ENSG00000178573,TF,154,-1,-2.628142723,0.626308901,336.0028045,-6.347826087,2.539916778,yes,#N/A,#N/A,-0.116063008,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,IRF2,ENSG00000168310,TF,700,-1,-2.526007423,0.530384164,336.4917719,79.89384921,2.422939142,yes,#N/A,#N/A,-0.082248802,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
TP53,ENSG00000141510,STAT5A,ENSG00000126561,TF,787,-1,-2.684596666,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
TP53,ENSG00000141510,IRF1,ENSG00000125347,TF,34,-1,-2.494837325,0.60606359,341.0974359,50.74810606,2.403942114,yes,yes,yes,0.100724844,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
TP53,ENSG00000141510,STAT3,ENSG00000168610,TF,378,-1,-2.774021,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
TP53,ENSG00000141510,CEBPA,ENSG00000245848,TF,290,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
TP53,ENSG00000141510,CEBPB,ENSG00000172216,TF,457,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
TP53,ENSG00000141510,MAF,ENSG00000178573,TF,154,-1,-2.628142723,0.626308901,336.0028045,-6.347826087,2.539916778,yes,#N/A,#N/A,-0.116063008,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
AHNAK2,ENSG00000185567,IRF2,ENSG00000168310,TF,700,-1,-2.224624352,0.530384164,336.4917719,79.89384921,2.422939142,,#N/A,#N/A,-0.082248802,IBRUTINIB,Tyrosine-protein kinase BTK inhibitor,BTK,ENSG00000010671,RegulonGene,Phase 1,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAFB,ENSG00000204103,TF,436,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,,yes,#N/A,0.043239717,IBRUTINIB,Tyrosine-protein kinase BTK inhibitor,BTK,ENSG00000010671,RegulonGene,Phase 1,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,IRF8,ENSG00000140968,TF,623,-1,-2.2800512,0.744643209,370.3002588,56.47537879,2.688672947,,#N/A,yes,-0.056906531,IBRUTINIB,Tyrosine-protein kinase BTK inhibitor,BTK,ENSG00000010671,RegulonGene,Phase 1,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPB,ENSG00000172216,TF,457,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,IBRUTINIB,Tyrosine-protein kinase BTK inhibitor,BTK,ENSG00000010671,RegulonGene,Phase 1,AntiCancerPhaseIV
