MutationSymbol,MutationGeneID,RegulatorType,MutationRegulatorEdge,MutationRegulonEdge,SpearmanCorrelationTFAndEigenGene,RMST_diff_UnderActiveMinusOverActiveMGMTUnMeth,RMST_diff_UnderActiveMinusOverActiveMGMTMeth,Cox_HR_Training,IfCancerDriverMutation,IfDETFForTCGAGBM,IfCRISPR-Cas9SignificantTF,RNAiTFGeneEssentialityAchilles,Drug,DrugMechOfAction,Miner_Target_Type,DrugTrialPhaseGBM,Cancer_PhaseIV,DrugTargetAll,DrugRegulonAll,DrugRegulonOverActive,DrugRegulonUnderActive,DrugProgramAll,DrugProgramOverActive,DrugProgramUnderActive
NF1,ENSG00000196712,TF,1,2.450562045,0.494010097,353.2533386,79.89384921,2.333677379,yes,yes,#N/A,0.04207445,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
NF1,ENSG00000196712,TF,1,2.613402251,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
NF1,ENSG00000196712,TF,1,2.597585499,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
NF1,ENSG00000196712,TF,1,2.4043706989999998,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
NF1,ENSG00000196712,TF,1,2.555485767,0.316741107,341.9055331,22.15873016,2.715738925,yes,yes,#N/A,NA,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
NF1,ENSG00000196712,TF,1,2.430445551,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
NF1,ENSG00000196712,TF,1,2.268816852,0.602234664,343.9324009,-4.406926407,2.302563163,yes,yes,#N/A,-0.057585056,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
NF1,ENSG00000196712,TF,1,2.227967106,0.31866658,342.5460705,-155.4848485,2.478078779,yes,#N/A,#N/A,-0.048143139,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
TP53,ENSG00000141510,TF,-1,-2.684596666,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,DASATINIB,Ephrin type-A receptor 2 inhibitor,RegulonGene,Phase 1,AntiCancerPhaseIV,"EPHA2,FGR,FYN,HCK,LCK,LYN","0,4,23,24,34,98,115,154,212,231,236,290,378,402,457,480,505,536,549,560,623,700,787","236,560","0,4,23,24,34,98,115,154,212,231,290,378,402,457,480,505,536,549,623,700,787","2,17,61","17,61",2
TP53,ENSG00000141510,TF,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,DASATINIB,Ephrin type-A receptor 2 inhibitor,RegulonGene,Phase 1,AntiCancerPhaseIV,"EPHA2,FGR,FYN,HCK,LCK,LYN","0,4,23,24,34,98,115,154,212,231,236,290,378,402,457,480,505,536,549,560,623,700,787","236,560","0,4,23,24,34,98,115,154,212,231,290,378,402,457,480,505,536,549,623,700,787","2,17,61","17,61",2
TP53,ENSG00000141510,TF,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,DASATINIB,Ephrin type-A receptor 2 inhibitor,RegulonGene,Phase 1,AntiCancerPhaseIV,"EPHA2,FGR,FYN,HCK,LCK,LYN","0,4,23,24,34,98,115,154,212,231,236,290,378,402,457,480,505,536,549,560,623,700,787","236,560","0,4,23,24,34,98,115,154,212,231,290,378,402,457,480,505,536,549,623,700,787","2,17,61","17,61",2
TP53,ENSG00000141510,TF,-1,-2.628142723,0.626308901,336.0028045,-6.347826087,2.539916778,yes,#N/A,#N/A,-0.116063008,DASATINIB,Ephrin type-A receptor 2 inhibitor,RegulonGene,Phase 1,AntiCancerPhaseIV,"EPHA2,FGR,FYN,HCK,LCK,LYN","0,4,23,24,34,98,115,154,212,231,236,290,378,402,457,480,505,536,549,560,623,700,787","236,560","0,4,23,24,34,98,115,154,212,231,290,378,402,457,480,505,536,549,623,700,787","2,17,61","17,61",2
TP53,ENSG00000141510,TF,-1,-2.684596666,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
TP53,ENSG00000141510,TF,-1,-2.774021,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
TP53,ENSG00000141510,TF,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
TP53,ENSG00000141510,TF,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
TP53,ENSG00000141510,TF,-1,-2.511669866,0.602234664,343.9324009,-4.406926407,2.302563163,yes,yes,#N/A,-0.057585056,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
TP53,ENSG00000141510,TF,-1,-2.628142723,0.626308901,336.0028045,-6.347826087,2.539916778,yes,#N/A,#N/A,-0.116063008,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
TP53,ENSG00000141510,TF,-1,-2.690461175,0.31866658,342.5460705,-155.4848485,2.478078779,yes,#N/A,#N/A,-0.048143139,PAZOPANIB,Macrophage colony stimulating factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"FGFR1,LCK","4,53,154,231,290,378,448,457,480,505,536,549,787,2837",NA,"4,154,231,290,378,457,480,505,536,549,787","2,33",NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.222454042,0.494010097,353.2533386,79.89384921,2.333677379,NA,yes,#N/A,0.04207445,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,NA,yes,#N/A,-0.068933334,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,NA,#N/A,#N/A,-0.045695074,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.222454042,0.494010097,353.2533386,79.89384921,2.333677379,NA,yes,#N/A,0.04207445,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,NA,yes,#N/A,-0.068933334,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,NA,#N/A,#N/A,-0.045695074,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.375391584,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.375391584,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
GPR98,NA,TF,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,NA,#N/A,#N/A,-0.198188755,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
GPR98,NA,TF,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,NA,#N/A,#N/A,-0.198188755,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.353939544,-0.333435561,318.3952703,-19.6031746,2.543790594,yes,#N/A,#N/A,0.117624951,DASATINIB,Ephrin type-A receptor 2 inhibitor,RegulonGene,Phase 1,AntiCancerPhaseIV,"EPHA2,FGR,FYN,HCK,LCK,LYN","0,4,23,24,34,98,115,154,212,231,236,290,378,402,457,480,505,536,549,560,623,700,787","236,560","0,4,23,24,34,98,115,154,212,231,290,378,402,457,480,505,536,549,623,700,787","2,17,61","17,61",2
IDH1,ENSG00000138413,TF,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.353939544,-0.333435561,318.3952703,-19.6031746,2.543790594,yes,#N/A,#N/A,0.117624951,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.522357519,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.353939544,-0.333435561,318.3952703,-19.6031746,2.543790594,yes,#N/A,#N/A,0.117624951,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.522357519,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
MUC17,ENSG00000169876,TF,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,NA,yes,#N/A,-0.068933334,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
MUC17,ENSG00000169876,TF,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,NA,#N/A,#N/A,-0.045695074,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
MUC17,ENSG00000169876,TF,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,NA,yes,#N/A,-0.068933334,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
MUC17,ENSG00000169876,TF,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,NA,#N/A,#N/A,-0.045695074,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
NF1,ENSG00000196712,TF,1,2.450562045,0.494010097,353.2533386,79.89384921,2.333677379,yes,yes,#N/A,0.04207445,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
NF1,ENSG00000196712,TF,1,2.574187494,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
NF1,ENSG00000196712,TF,1,2.4043706989999998,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
NF1,ENSG00000196712,TF,1,2.430445551,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
NF1,ENSG00000196712,TF,-1,2.492709698,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
NF1,ENSG00000196712,TF,1,2.450562045,0.494010097,353.2533386,79.89384921,2.333677379,yes,yes,#N/A,0.04207445,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
NF1,ENSG00000196712,TF,1,2.574187494,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
NF1,ENSG00000196712,TF,1,2.350563794,0.338006127,296.3229942,53.15,2.242015631,yes,#N/A,yes,-0.177556715,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
NF1,ENSG00000196712,TF,1,2.4043706989999998,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
NF1,ENSG00000196712,TF,1,2.430445551,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
NF1,ENSG00000196712,TF,-1,2.492709698,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
TP53,ENSG00000141510,TF,1,-2.338541186,-0.333435561,318.3952703,-19.6031746,2.543790594,yes,#N/A,#N/A,0.117624951,DASATINIB,Ephrin type-A receptor 2 inhibitor,RegulonGene,Phase 1,AntiCancerPhaseIV,"EPHA2,FGR,FYN,HCK,LCK,LYN","0,4,23,24,34,98,115,154,212,231,236,290,378,402,457,480,505,536,549,560,623,700,787","236,560","0,4,23,24,34,98,115,154,212,231,290,378,402,457,480,505,536,549,623,700,787","2,17,61","17,61",2
TP53,ENSG00000141510,TF,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
TP53,ENSG00000141510,TF,1,-2.338541186,-0.333435561,318.3952703,-19.6031746,2.543790594,yes,#N/A,#N/A,0.117624951,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
TP53,ENSG00000141510,TF,1,-2.706090372,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,BOSUTINIB,Tyrosine-protein kinase HCK inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"HCK,LYN","0,24,34,98,212,290,378,457,480,623,700",NA,"0,24,34,98,212,290,378,457,480,623,700",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
TP53,ENSG00000141510,TF,1,-2.338541186,-0.333435561,318.3952703,-19.6031746,2.543790594,yes,#N/A,#N/A,0.117624951,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
TP53,ENSG00000141510,TF,1,-2.706090372,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,BAFETINIB,Tyrosine-protein kinase Lyn inhibitor,RegulonGene,Phase 1,#N/A,LYN,"0,24,98,212,290,457,480",NA,"0,24,98,212,290,457,480",2,NA,2
ATRX,ENSG00000085224,TF,1,-4.232443064,-0.638252698,185.7558528,-34.91346154,3.160397869,yes,yes,#N/A,-0.076876257,CABOZANTINIB,Hepatocyte growth factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
ATRX,ENSG00000085224,TF,1,-4.232443064,-0.638252698,185.7558528,-34.91346154,3.160397869,yes,yes,#N/A,-0.076876257,CRIZOTINIB,ALK tyrosine kinase receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
ATRX,ENSG00000085224,TF,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,CABOZANTINIB,Hepatocyte growth factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
ATRX,ENSG00000085224,TF,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,CRIZOTINIB,ALK tyrosine kinase receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
ATRX,ENSG00000085224,TF,1,-4.232443064,-0.638252698,185.7558528,-34.91346154,3.160397869,yes,yes,#N/A,-0.076876257,ONARTUZUMAB,Hepatocyte growth factor receptor antagonist,RegulonGene,Phase 1,#N/A,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
ATRX,ENSG00000085224,TF,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,ONARTUZUMAB,Hepatocyte growth factor receptor antagonist,RegulonGene,Phase 1,#N/A,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
GPR98,NA,TF,-1,-3.47135405,0.605209156,-229.968254,-493.875,2.985460417,NA,yes,#N/A,0.043239717,CABOZANTINIB,Hepatocyte growth factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
GPR98,NA,TF,-1,-3.47135405,0.605209156,-229.968254,-493.875,2.985460417,NA,yes,#N/A,0.043239717,CRIZOTINIB,ALK tyrosine kinase receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
GPR98,NA,TF,-1,-3.47135405,0.605209156,-229.968254,-493.875,2.985460417,NA,yes,#N/A,0.043239717,ONARTUZUMAB,Hepatocyte growth factor receptor antagonist,RegulonGene,Phase 1,#N/A,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
IDH1,ENSG00000138413,TF,1,-7.947673076,-0.638252698,185.7558528,-34.91346154,3.160397869,yes,yes,#N/A,-0.076876257,CABOZANTINIB,Hepatocyte growth factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
IDH1,ENSG00000138413,TF,1,-7.947673076,-0.638252698,185.7558528,-34.91346154,3.160397869,yes,yes,#N/A,-0.076876257,CRIZOTINIB,ALK tyrosine kinase receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
IDH1,ENSG00000138413,TF,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,CABOZANTINIB,Hepatocyte growth factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
IDH1,ENSG00000138413,TF,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,CRIZOTINIB,ALK tyrosine kinase receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
