PCA_1VarRembrandtWithinCoherentMembers,PCA_1RandomPValRembrandtWithinCoherentMembers,PCA_1RandomPValNonMemberRembrandtWithinCoherentMembers,PCA_1VarFrenchWithinCoherentMembers,PCA_1RandomPValFrenchWithinCoherentMembers,PCA_1RandomPValNonMemberFrenchWithinCoherentMembers,PCA_1VarIvyAtlasWithinCoherentMembers,PCA_1RandomPValIvyAtlasWithinCoherentMembers,PCA_1RandomPValNonMemberIvyAtlasWithinCoherentMembers,PCA_1VarGSE7696WithinCoherentMembers,PCA_1RandomPValGSE7696WithinCoherentMembers,PCA_1RandomPValNonMemberGSE7696WithinCoherentMembers,PCA_1VarTrainingWithinCoherentMembers,PCA_1RandomPValTrainingWithinCoherentMembers,PCA_1RandomPValNonMemberTrainingWithinCoherentMembers,Mutation,MutationType,RegulatorType,MutationReg_pvalWithinCoherentMembers,MutationEigenGene_pvalWithinCoherentMembers,MutationEigenGene_tstatWithinCoherentMembers,Fraction_of_edges_correctly_aligned,MutationReg_Pval_allPatients,MutationEigenGenePValAllPatients,Cox-HRFrench,Cox-p-valueFrench,Cox-HRGSE7696,Cox-p-valueGSE7696,Cox-HRRembrandt,Cox-p-valueRembrandt,Cox_HR_Training,Cox-p-value-training,SelfSufficiencyInGrowthSignals,InsensitivityToAntigrowthSignals,EvadingApoptosis,LimitlessReplicativePotential,SustainedAngiogenesis,TissueInvasionAndMetastasis,GenomeInstabilityAndMutation,TumorPromotingInflammation,ReprogrammingEnergyMetabolism,EvadingImmuneDetection,MutationRegulatorEdge,RegulonType,SpearmanCorrelationEigenGeneWithinCoherentMembers,SpearmanCorrelationPValEigenGeneWithinCoherentMembers,MutationEigenGene_tstat_allPatients,MutationSymbol,Regulator,RegulatorSymbol,Regulon_ID,MutationGeneID,RNAiTFGeneEssentialityAchilles,RMST_diff_InActiveOrDownRegMinusActiveMGMTUnMeth
0.597857421,0.001996008,0.001996008,0.57230713,0.001996008,0.001996008,0.568607441,0.001996008,0.001996008,0.584986748,0.001996008,0.001996008,0.540538799,0.001996008,0.001996008,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.690626762,0.098951862,1.76746556,1,0.046825129,0.031490686,6.402006676,1.53E-10,1.763884278,0.077751464,4.237716938,2.26E-05,2.095922552,0.036089062,,,,,,,,,,,1,SignificantCoxHR,0.383804055,5.44E-07,2.226227551,E,ENSG00000105856,HBP1,2095,#N/A,-0.090810852,-76.84581672
0.597857421,0.001996008,0.001996008,0.57230713,0.001996008,0.001996008,0.568607441,0.001996008,0.001996008,0.584986748,0.001996008,0.001996008,0.540538799,0.001996008,0.001996008,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_UPAR_SIGNALING,SomaticPathway,TF,0.078377138,0.030325642,2.332443086,1,0.036074677,0.029492501,6.402006676,1.53E-10,1.763884278,0.077751464,4.237716938,2.26E-05,2.095922552,0.036089062,,,,,,,,,,,1,SignificantCoxHR,0.383804055,5.44E-07,2.220500842,UROKINASE,ENSG00000105856,HBP1,2095,#N/A,-0.090810852,-76.84581672
0.597857421,0.001996008,0.001996008,0.57230713,0.001996008,0.001996008,0.568607441,0.001996008,0.001996008,0.584986748,0.001996008,0.001996008,0.540538799,0.001996008,0.001996008,NEPHRIN_NEPH1_SIGNALING_IN_THE_KIDNEY_PODOCYTE_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.588921299,0.173350725,1.468877142,1,0.033029304,0.032489211,6.402006676,1.53E-10,1.763884278,0.077751464,4.237716938,2.26E-05,2.095922552,0.036089062,,,,,,,,,,,1,SignificantCoxHR,0.383804055,5.44E-07,2.219226636,NEPHRIN,ENSG00000105856,HBP1,2095,#N/A,-0.090810852,-76.84581672
0.597857421,0.001996008,0.001996008,0.57230713,0.001996008,0.001996008,0.568607441,0.001996008,0.001996008,0.584986748,0.001996008,0.001996008,0.540538799,0.001996008,0.001996008,NECTIN_ADHESION_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.690626762,0.098951862,1.76746556,1,0.037358437,0.032150803,6.402006676,1.53E-10,1.763884278,0.077751464,4.237716938,2.26E-05,2.095922552,0.036089062,,,,,,,,,,,1,SignificantCoxHR,0.383804055,5.44E-07,2.217112647,NECTIN,ENSG00000105856,HBP1,2095,#N/A,-0.090810852,-76.84581672
0.597857421,0.001996008,0.001996008,0.57230713,0.001996008,0.001996008,0.568607441,0.001996008,0.001996008,0.584986748,0.001996008,0.001996008,0.540538799,0.001996008,0.001996008,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.590336365,0.122869193,1.614146691,1,0.040021377,0.031559123,6.402006676,1.53E-10,1.763884278,0.077751464,4.237716938,2.26E-05,2.095922552,0.036089062,,,,,,,,,,,1,SignificantCoxHR,0.383804055,5.44E-07,2.205714504,SIGNALING,ENSG00000105856,HBP1,2095,#N/A,-0.090810852,-76.84581672
0.597857421,0.001996008,0.001996008,0.57230713,0.001996008,0.001996008,0.568607441,0.001996008,0.001996008,0.584986748,0.001996008,0.001996008,0.540538799,0.001996008,0.001996008,TCR_SIGNALING_IN_NAIVE_CD4+_T_CELLS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.239563327,0.081899038,1.800483675,1,0.014746563,0.03648513,6.402006676,1.53E-10,1.763884278,0.077751464,4.237716938,2.26E-05,2.095922552,0.036089062,,,,,,,,,,,1,SignificantCoxHR,0.383804055,5.44E-07,2.124454934,TCR,ENSG00000105856,HBP1,2095,#N/A,-0.090810852,-76.84581672
0.597857421,0.001996008,0.001996008,0.57230713,0.001996008,0.001996008,0.568607441,0.001996008,0.001996008,0.584986748,0.001996008,0.001996008,0.540538799,0.001996008,0.001996008,GMCSF_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.618820436,0.093028899,1.813260832,1,0.027914006,0.044025472,6.402006676,1.53E-10,1.763884278,0.077751464,4.237716938,2.26E-05,2.095922552,0.036089062,,,,,,,,,,,1,SignificantCoxHR,0.383804055,5.44E-07,2.082734178,GMCSF,ENSG00000105856,HBP1,2095,#N/A,-0.090810852,-76.84581672
0.597857421,0.001996008,0.001996008,0.57230713,0.001996008,0.001996008,0.568607441,0.001996008,0.001996008,0.584986748,0.001996008,0.001996008,0.540538799,0.001996008,0.001996008,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.477661701,0.053252392,1.979209323,1,0.004305334,0.047567467,6.402006676,1.53E-10,1.763884278,0.077751464,4.237716938,2.26E-05,2.095922552,0.036089062,,,,,,,,,,,1,SignificantCoxHR,0.383804055,5.44E-07,1.999295482,PDGFR,ENSG00000105856,HBP1,2095,#N/A,-0.090810852,-76.84581672
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,EGFR_DEPENDENT_ENDOTHELIN_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.724207751,0.043046522,2.125600926,1,0.04597044,0.013776127,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.521353218,EGFR,ENSG00000105856,HBP1,2100,ENSG00000146648,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.768724955,0.162952466,1.429337026,1,0.006975996,0.043726906,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.037652665,EGF,ENSG00000105856,HBP1,2100,ENSG00000138798,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,NF1_code_potential_somatic,SomaticGeneMain,TF,0.779589299,0.859481484,0.191392215,1,0.000822897,0.001771962,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,3.367587676,NF1,ENSG00000105856,HBP1,2100,ENSG00000196712,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,LPA_RECEPTOR_MEDIATED_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.808635178,0.251643027,1.172685482,1,0.022991608,0.039103085,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.095465812,LPA,ENSG00000105856,HBP1,2100,ENSG00000198670,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,SIGNALING_EVENTS_MEDIATED_BY_TCPTP_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.768724955,0.162952466,1.429337026,1,0.005442175,0.01708414,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.417096994,SIGNALING,ENSG00000105856,HBP1,2100,#N/A,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.699866864,0.056933682,1.968657081,1,0.007391043,0.017157321,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.414567906,A6B1,ENSG00000105856,HBP1,2100,#N/A,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,TCR_SIGNALING_IN_NAIVE_CD4+_T_CELLS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.15547159,0.207354397,1.293251343,1,0.014746563,0.020341591,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.358269844,TCR,ENSG00000105856,HBP1,2100,#N/A,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_UPAR_SIGNALING,SomaticPathway,TF,0.556213406,0.110977675,1.641964009,1,0.036074677,0.023901891,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.297762845,UROKINASE,ENSG00000105856,HBP1,2100,#N/A,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,ERBB1_DOWNSTREAM_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.889995743,0.127888962,1.560886437,1,0.008331635,0.025365921,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.262295899,ERBB1,ENSG00000105856,HBP1,2100,#N/A,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,PTR_OF_ADHERENS_JUNCTION_STABILITY_AND_DISSASSEMBLY,SomaticPathway,TF,0.719547686,0.269100242,1.132676765,1,0.0482496,0.041340019,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.073083757,PTR,ENSG00000105856,HBP1,2100,#N/A,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.768724955,0.162952466,1.429337026,1,0.016724149,0.043360251,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.042854172,E,ENSG00000105856,HBP1,2100,#N/A,-0.090810852,66.02847565
0.835722718,0.001996008,0.001996008,0.781004618,0.001996008,0.001996008,0.746820047,0.001996008,0.001996008,0.818131645,0.001996008,0.001996008,0.771877754,0.001996008,0.001996008,SHP2_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.78747018,0.29167024,1.072079827,1,0.005028327,0.047091001,7.652278655,1.97E-14,1.180307742,0.23787784,7.176166511,7.17E-13,3.59556636,0.000323687,,,,,,,,,,,1,SignificantCoxHR,0.527337662,6.50E-14,2.00435625,SHP2,ENSG00000105856,HBP1,2100,#N/A,-0.090810852,66.02847565
0.56561272,0.001996008,0.001996008,0.600194661,0.001996008,0.001996008,0.521394475,0.001996008,0.001996008,0.593712709,0.001996008,0.001996008,0.531688638,0.001996008,0.001996008,IDH1_code_potential_somatic,SomaticGeneMain,TF,0.767405163,0.247218793,-1.222217631,0.857142857,0.039596136,0.027649463,5.168932376,2.35E-07,,,4.812050343,1.49E-06,2.33286947,0.019654997,0,0,0,0,1,1,0.363834024,0,0,0,-1,SignificantCoxHRAndCancerHallmarkAssociation,0.324370727,2.91E-12,-2.440443847,IDH1,ENSG00000072310,SREBF1,281,ENSG00000138413,-0.090115373,162.0905449
0.56561272,0.001996008,0.001996008,0.600194661,0.001996008,0.001996008,0.521394475,0.001996008,0.001996008,0.593712709,0.001996008,0.001996008,0.531688638,0.001996008,0.001996008,ATRX_code_potential_somatic,SomaticGene,TF,0.015429298,0.026525612,-2.593940616,1,0.039814948,0.027921068,5.168932376,2.35E-07,,,4.812050343,1.49E-06,2.33286947,0.019654997,0,0,0,0,1,1,0.363834024,0,0,0,-1,SignificantCoxHRAndCancerHallmarkAssociation,0.324370727,2.91E-12,-2.432672531,ATRX,ENSG00000072310,SREBF1,281,ENSG00000085224,-0.090115373,162.0905449
0.56561272,0.001996008,0.001996008,0.600194661,0.001996008,0.001996008,0.521394475,0.001996008,0.001996008,0.593712709,0.001996008,0.001996008,0.531688638,0.001996008,0.001996008,TP53_code_potential_somatic,SomaticGeneMain,TF,0.925735175,0.642548509,-0.465663265,1,0.002675649,0.008623894,5.168932376,2.35E-07,,,4.812050343,1.49E-06,2.33286947,0.019654997,0,0,0,0,1,1,0.363834024,0,0,0,-1,SignificantCoxHRAndCancerHallmarkAssociation,0.324370727,2.91E-12,-2.666923547,TP53,ENSG00000072310,SREBF1,281,ENSG00000141510,-0.090115373,162.0905449
0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,IDH1_code_potential_somatic,SomaticGeneMain,TF,0.462982674,0.202235813,-1.396464124,0.857142857,0.039596136,3.46E-06,7.154890312,8.37E-13,,,6.684251002,2.32E-11,3.004101781,0.002663662,,,,,,,,,,,-1,SignificantCoxHR,0.343520065,2.00E-09,-7.038277273,IDH1,ENSG00000072310,SREBF1,283,ENSG00000138413,-0.090115373,94.07906525
0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,SEMA3C_code_potential_somatic,SomaticGene,TF,0.104697477,0.000425326,-5.231140749,1,0.025481059,0.010856928,7.154890312,8.37E-13,,,6.684251002,2.32E-11,3.004101781,0.002663662,,,,,,,,,,,-1,SignificantCoxHR,0.343520065,2.00E-09,-2.919943476,SEMA3C,ENSG00000072310,SREBF1,283,ENSG00000075223,-0.090115373,94.07906525
0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,ATRX_code_potential_somatic,SomaticGene,TF,0.007271948,2.10E-05,-7.166965417,1,0.039814948,7.45E-05,7.154890312,8.37E-13,,,6.684251002,2.32E-11,3.004101781,0.002663662,,,,,,,,,,,-1,SignificantCoxHR,0.343520065,2.00E-09,-5.402671778,ATRX,ENSG00000072310,SREBF1,283,ENSG00000085224,-0.090115373,94.07906525
0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,TP53_code_potential_somatic,SomaticGeneMain,TF,0.948930465,0.656040915,-0.447947511,1,0.002675649,1.16E-05,7.154890312,8.37E-13,,,6.684251002,2.32E-11,3.004101781,0.002663662,,,,,,,,,,,-1,SignificantCoxHR,0.343520065,2.00E-09,-4.578897147,TP53,ENSG00000072310,SREBF1,283,ENSG00000141510,-0.090115373,94.07906525
0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,IDH1_code_potential_somatic,SomaticGeneMain,TF,,,,0.857142857,0.039596136,0.000901828,6.117769586,9.49E-10,,,3.557948976,0.000373762,2.056957452,0.039690319,,,,,,,,,,,-1,SignificantCoxHR,0.622064137,5.70E-10,-4.167802924,IDH1,ENSG00000072310,SREBF1,288,ENSG00000138413,-0.090115373,-166.6223182
0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,ATRX_code_potential_somatic,SomaticGene,TF,0.031141945,6.23E-07,-6.769028693,1,0.039814948,0.001150962,6.117769586,9.49E-10,,,3.557948976,0.000373762,2.056957452,0.039690319,,,,,,,,,,,-1,SignificantCoxHR,0.622064137,5.70E-10,-4.047487764,ATRX,ENSG00000072310,SREBF1,288,ENSG00000085224,-0.090115373,-166.6223182
0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,TP53_code_potential_somatic,SomaticGeneMain,TF,0.835170817,0.989524499,0.013307894,1,0.002675649,0.000228261,6.117769586,9.49E-10,,,3.557948976,0.000373762,2.056957452,0.039690319,,,,,,,,,,,-1,SignificantCoxHR,0.622064137,5.70E-10,-3.817887171,TP53,ENSG00000072310,SREBF1,288,ENSG00000141510,-0.090115373,-166.6223182
0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.200513033,0.028238085,2.708933614,1,0.045392616,0.004657791,6.117769586,9.49E-10,,,3.557948976,0.000373762,2.056957452,0.039690319,,,,,,,,,,,1,SignificantCoxHR,0.622064137,5.70E-10,2.941229413,SIGNALING,ENSG00000072310,SREBF1,288,#N/A,-0.090115373,-166.6223182
0.594911296,0.001996008,0.001996008,0.554374974,0.001996008,0.001996008,0.513835501,0.001996008,0.001996008,0.580886706,0.001996008,0.001996008,0.580333251,0.001996008,0.001996008,NF1_code_potential_somatic,SomaticGeneMain,TF,0.682281538,0.872514863,-0.170485708,1,0.000241552,0.033348037,6.885890591,5.74E-12,,,5.022110923,5.11E-07,2.565513614,0.010302318,,,,,,,,,,,1,SignificantCoxHR,0.378324426,1.50E-09,2.24461646,NF1,ENSG00000156273,BACH1,3115,ENSG00000196712,-0.087227094,111.2736712
0.594911296,0.001996008,0.001996008,0.554374974,0.001996008,0.001996008,0.513835501,0.001996008,0.001996008,0.580886706,0.001996008,0.001996008,0.580333251,0.001996008,0.001996008,GPR98_code_potential_somatic,SomaticGene,TF,0.192615414,1.91E-10,-7.260003254,1,0.043061936,0.019388018,6.885890591,5.74E-12,,,5.022110923,5.11E-07,2.565513614,0.010302318,,,,,,,,,,,-1,SignificantCoxHR,0.378324426,1.50E-09,-2.606856849,GPR98,ENSG00000156273,BACH1,3115,#N/A,-0.087227094,111.2736712
,,,0.923141284,0.001996008,0.001996008,0.495857139,0.013972056,0.147704591,0.89961721,0.001996008,0.001996008,0.644089236,0.001996008,0.001996008,MUC17_code_potential_somatic,SomaticGeneMain,TF,0.384592607,0.530575654,-0.800482478,1,0.045540606,0.011665754,5.37135704,7.81E-08,,,5.29245409,1.21E-07,4.886815318,1.02E-06,,,,,,,,,,,1,SignificantCoxHR,0.423281106,8.74E-07,2.719803896,MUC17,ENSG00000156273,BACH1,3123,ENSG00000169876,-0.087227094,48.11146526
0.963686259,0.001996008,0.001996008,0.932578619,0.001996008,0.001996008,0.814323366,0.001996008,0.001996008,0.944686907,0.001996008,0.001996008,0.79374604,0.001996008,0.001996008,MUC17_code_potential_somatic,SomaticGeneMain,TF,0.898204692,0.47767332,0.740117654,1,0.045540606,0.00856196,6.01922425,1.75E-09,,,6.073785377,1.25E-09,3.369346122,0.000753467,,,,,,,,,,,1,SignificantCoxHR,0.572876128,3.65E-24,2.867629115,MUC17,ENSG00000156273,BACH1,3125,ENSG00000169876,-0.087227094,143.8964109
0.963686259,0.001996008,0.001996008,0.932578619,0.001996008,0.001996008,0.814323366,0.001996008,0.001996008,0.944686907,0.001996008,0.001996008,0.79374604,0.001996008,0.001996008,NF1_code_potential_somatic,SomaticGeneMain,TF,0.499728472,0.655506397,0.466254104,1,0.000241552,0.006931416,6.01922425,1.75E-09,,,6.073785377,1.25E-09,3.369346122,0.000753467,,,,,,,,,,,1,SignificantCoxHR,0.572876128,3.65E-24,2.914570259,NF1,ENSG00000156273,BACH1,3125,ENSG00000196712,-0.087227094,143.8964109
0.658649079,0.001996008,0.001996008,0.774276639,0.001996008,0.001996008,0.61115614,0.001996008,0.001996008,0.686781159,0.001996008,0.001996008,0.679817834,0.001996008,0.001996008,NF1_code_potential_somatic,SomaticGeneMain,TF,0.747314853,0.499331747,-0.730544038,1,0.000241552,0.007890477,6.529993902,6.58E-11,,,5.453733328,4.93E-08,2.559816147,0.010472755,,,,,,,,,,,1,SignificantCoxHR,0.594262478,1.24E-14,2.85111677,NF1,ENSG00000156273,BACH1,3118,ENSG00000196712,-0.087227094,1.086590909
0.658649079,0.001996008,0.001996008,0.774276639,0.001996008,0.001996008,0.61115614,0.001996008,0.001996008,0.686781159,0.001996008,0.001996008,0.679817834,0.001996008,0.001996008,GPR98_code_potential_somatic,SomaticGene,TF,,,,1,0.043061936,0.000416561,6.529993902,6.58E-11,,,5.453733328,4.93E-08,2.559816147,0.010472755,,,,,,,,,,,-1,SignificantCoxHR,0.594262478,1.24E-14,-4.485143062,GPR98,ENSG00000156273,BACH1,3118,#N/A,-0.087227094,1.086590909
0.633730118,0.001996008,0.001996008,0.642015196,0.001996008,0.001996008,0.656629765,0.001996008,0.001996008,0.58910352,0.001996008,0.003992016,0.6273941,0.001996008,0.001996008,MUC17_code_potential_somatic,SomaticGeneMain,TF,0.431075034,0.239470394,2.407989278,1,0.045540606,0.009362132,6.156164466,7.45E-10,,,2.539432234,0.011103255,2.632634727,0.008472541,,,,,,,,,,,1,SignificantCoxHR,0.63369333,1.38E-20,2.835472302,MUC17,ENSG00000156273,BACH1,3117,ENSG00000169876,-0.087227094,200.2498887
0.633730118,0.001996008,0.001996008,0.642015196,0.001996008,0.001996008,0.656629765,0.001996008,0.001996008,0.58910352,0.001996008,0.003992016,0.6273941,0.001996008,0.001996008,NF1_code_potential_somatic,SomaticGeneMain,TF,0.687762173,0.714482312,0.382724872,1,0.000241552,0.002077785,6.156164466,7.45E-10,,,2.539432234,0.011103255,2.632634727,0.008472541,,,,,,,,,,,1,SignificantCoxHR,0.63369333,1.38E-20,3.39135637,NF1,ENSG00000156273,BACH1,3117,ENSG00000196712,-0.087227094,200.2498887
0.857049667,0.001996008,0.001996008,0.825699423,0.001996008,0.001996008,0.718739915,0.001996008,0.001996008,0.820311067,0.001996008,0.001996008,0.770035815,0.001996008,0.001996008,MUC17_code_potential_somatic,SomaticGeneMain,TF,0.156322085,0.919955724,0.103671522,1,0.045540606,0.008604996,7.322529236,2.43E-13,,,7.075377795,1.49E-12,3.277046041,0.001048993,,,,,,,,,,,1,SignificantCoxHR,0.690926926,2.17E-35,2.861598263,MUC17,ENSG00000156273,BACH1,3116,ENSG00000169876,-0.087227094,70.33682984
0.857049667,0.001996008,0.001996008,0.825699423,0.001996008,0.001996008,0.718739915,0.001996008,0.001996008,0.820311067,0.001996008,0.001996008,0.770035815,0.001996008,0.001996008,NF1_code_potential_somatic,SomaticGeneMain,TF,0.48161238,0.742875493,0.341041924,1,0.000241552,2.21E-06,7.322529236,2.43E-13,,,7.075377795,1.49E-12,3.277046041,0.001048993,,,,,,,,,,,1,SignificantCoxHR,0.690926926,2.17E-35,5.688639211,NF1,ENSG00000156273,BACH1,3116,ENSG00000196712,-0.087227094,70.33682984
0.857049667,0.001996008,0.001996008,0.825699423,0.001996008,0.001996008,0.718739915,0.001996008,0.001996008,0.820311067,0.001996008,0.001996008,0.770035815,0.001996008,0.001996008,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.019848832,0.066369852,1.869802525,1,0.011379435,0.030675642,7.322529236,2.43E-13,,,7.075377795,1.49E-12,3.277046041,0.001048993,,,,,,,,,,,1,SignificantCoxHR,0.690926926,2.17E-35,2.185712063,A6B1,ENSG00000156273,BACH1,3116,#N/A,-0.087227094,70.33682984
0.857049667,0.001996008,0.001996008,0.825699423,0.001996008,0.001996008,0.718739915,0.001996008,0.001996008,0.820311067,0.001996008,0.001996008,0.770035815,0.001996008,0.001996008,SIGNALING_EVENTS_MEDIATED_BY_TCPTP_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.004579309,0.054208829,1.970878231,1,0.009287744,0.043127159,7.322529236,2.43E-13,,,7.075377795,1.49E-12,3.277046041,0.001048993,,,,,,,,,,,1,SignificantCoxHR,0.690926926,2.17E-35,2.043114791,SIGNALING,ENSG00000156273,BACH1,3116,#N/A,-0.087227094,70.33682984
